# TERRAIN_GRASS_NORMAL_TOPLEFT
worldFloor 16 16 7 6
# TERRAIN_GRASS_CORNER_TOP
worldFloor 16 16 8 6
# TERRAIN_GRASS_NORMAL_TOPRIGHT
worldFloor 16 16 9 6
# TERRAIN_GRASS_NORMAL_LEFT
worldFloor 16 16 7 7
# TERRAIN_GRASS_NORMAL_CENTER
worldFloor 16 16 8 7
# TERRAIN_GRASS_NORMAL_RIGHT
worldFloor 16 16 9 7
# TERRAIN_GRASS_NORMAL_BOTTOMLEFT
worldFloor 16 16 7 8
# TERRAIN_GRASS_NORMAL_BOTTOM
worldFloor 16 16 8 8
# TERRAIN_GRASS_NORMAL_BOTTOMRIGHT
worldFloor 16 16 9 8
# TERRAIN_GRASS_NORMAL_VERT_TOP
worldFloor 16 16 10 6
# TERRAIN_GRASS_NORMAL_VERT
worldFloor 16 16 10 7
# TERRAIN_GRASS_NORMAL_VERT_BOTTOM
worldFloor 16 16 10 8
# TERRAIN_GRASS_NORMAL_SINGLE
worldFloor 16 16 12 6
# TERRAIN_GRASS_NORMAL_HORIZ_LEFT
worldFloor 16 16 11 7
# TERRAIN_GRASS_NORMAL_HORIZ
worldFloor 16 16 12 7
# TERRAIN_GRASS_NORMAL_HORIZ_RIGHT
worldFloor 16 16 13 7
